"Code";"Name";"total;dwellings;2021;[-]";
3215044;"Borne Sulinowo - urban area (4)";2605;
3215045;"Borne Sulinowo - rural area (5)";1701;
3215052;"Grzmiąca (2)";1580;
3215062;"Szczecinek (2)";2836;
3216000;"Powiat świdwiński";16883;
3216011;"Świdwin (1)";6087;
3216022;"Brzeżno (2)";841;
3216033;"Połczyn-Zdrój (3)";5596;
3216034;"Połczyn-Zdrój - urban area (4)";3263;
3216035;"Połczyn-Zdrój - rural area (5)";2333;
3216042;"Rąbino (2)";1188;
3216052;"Sławoborze (2)";1283;
3216062;"Świdwin (2)";1888;
3217000;"Powiat wałecki";19631;
3217011;"Wałcz (1)";10050;
3217023;"Człopa (3)";1676;
3217024;"Człopa - urban area (4)";856;
3217025;"Człopa - rural area (5)";820;
3217033;"Mirosławiec (3)";2205;
3217034;"Mirosławiec - urban area (4)";1116;
3217035;"Mirosławiec - rural area (5)";1089;
3217043;"Tuczno (3)";1675;
3217044;"Tuczno - urban area (4)";671;
3217045;"Tuczno - rural area (5)";1004;
3217052;"Wałcz (2)";4025;
3218000;"Powiat łobeski";13006;
3218013;"Dobra (3)";1498;
3218014;"Dobra - urban area (4)";829;
3218015;"Dobra - rural area (5)";669;
3218023;"Łobez (3)";5107;
3218024;"Łobez - urban area (4)";3884;
3218025;"Łobez - rural area (5)";1223;
3218032;"Radowo Małe (2)";1203;
3218043;"Resko (3)";2796;
3218044;"Resko - urban area (4)";1581;
3218045;"Resko - rural area (5)";1215;
3218053;"Węgorzyno (3)";2402;
3218054;"Węgorzyno - urban area (4)";987;
3218055;"Węgorzyno - rural area (5)";1415;
3261000;"City with powiat status Koszalin";48416;
3261011;"Koszalin (1)";48416;
3262000;"City with powiat status Szczecin";190070;
3262011;"Szczecin (1)";190070;
3263000;"City with powiat status Świnoujście";22505;
3263011;"Świnoujście (1)";22505;
